species_name	gbif_species_key	gbif_species_url	photo_1_mature_overall	photo_2_mature_overall	photo_3_flower_very_close_up	photo_4_flower_moderate_close_up	photo_5_unique_feature_photo_wildcard	photo_6_spring_feature	photo_7_summer_feature	photo_8_fall_feature	photo_9_winter_feature	total_number_of_SKUs	number_of_nursery_suppliers	nursery_to_SKU_count	original_name_summary	size_summary	quantity_summary	
Lyonia ferruginea	5333387	https://www.gbif.org/species/5333387	https://inaturalist-open-data.s3.amazonaws.com/photos/361942895/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/362058091/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/351327794/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/473181906/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/355789323/original.jpeg	https://www.gbif.org/occurrence/5087469539	https://www.gbif.org/occurrence/4440941620	https://www.gbif.org/occurrence/4516364260	https://www.gbif.org/occurrence/4525101698	3	2	The Natives:2 | Green Isle Gardens:1	"Lyonia ferruginea":3	"3g":2 | "g":1	"C":1 | "M":1 | "_":1	
Quercus incana	2878060	https://www.gbif.org/species/2878060	https://inaturalist-open-data.s3.amazonaws.com/photos/457791893/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/383263809/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/356642859/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/356642803/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/280340531/original.jpg	https://www.gbif.org/occurrence/5134014892	https://www.gbif.org/occurrence/3070321197	https://www.gbif.org/occurrence/2429357425	https://www.gbif.org/occurrence/4028957107	3	2	The Natives:2 | Green Isle Gardens:1	"Quercus incana":3	"3g":1 | "g":1 | "g+":1	"C":2 | "L":1	
Solidago odora	5388923	https://www.gbif.org/species/5388923	https://www.gbif.org/occurrence/3925294636	https://www.gbif.org/occurrence/4946173304	https://www.gbif.org/occurrence/3988765122	https://www.gbif.org/occurrence/3873705924	https://www.gbif.org/occurrence/4165495696	https://www.gbif.org/occurrence/3097049749	https://www.gbif.org/occurrence/2859895520	https://www.gbif.org/occurrence/2423108762	https://www.gbif.org/occurrence/3044845760	3	2	The Natives:2 | Green Isle Gardens:1	"Solidago odora var. chapmanii":2 | "Solidago odora":1	"g":2 | "qts":1	"C":2 | "M":1	
Chrysopsis mariana	5385923	https://www.gbif.org/species/5385923	https://inaturalist-open-data.s3.amazonaws.com/photos/338467156/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/358205719/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/325415900/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/326430465/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/325841810/original.jpeg	https://www.gbif.org/occurrence/4597073922	https://www.gbif.org/occurrence/4946413543	https://www.gbif.org/occurrence/5062902722	https://www.gbif.org/occurrence/4993733044	3	2	The Natives:2 | Green Isle Gardens:1	"Chrysopsis mariana":3	"g":2 | "qts":1	"C":1 | "L":1 | "M":1	
Betula nigra	5331532	https://www.gbif.org/species/5331532	https://www.gbif.org/occurrence/5134210818	https://www.gbif.org/occurrence/4987479594	https://www.gbif.org/occurrence/4153364878	https://www.gbif.org/occurrence/3747083026	https://www.gbif.org/occurrence/2244280060	https://www.gbif.org/occurrence/2242785834	https://www.gbif.org/occurrence/3874045791	https://www.gbif.org/occurrence/4407429102	https://www.gbif.org/occurrence/4009903622	3	1	Marshall Tree Farm:3	"Betula nigra 'BNMTF'":3	"FG":3	"_":2 | "C":1	
Gordonia lasianthus	5421090	https://www.gbif.org/species/5421090	https://www.gbif.org/occurrence/4606942563	https://www.gbif.org/occurrence/4924103150	https://www.gbif.org/occurrence/4855419549	https://www.gbif.org/occurrence/4863766699	https://www.gbif.org/occurrence/5007666142	https://www.gbif.org/occurrence/4129689414	https://www.gbif.org/occurrence/4901421363	https://www.gbif.org/occurrence/4954574897	https://www.gbif.org/occurrence/4512218474	3	2	McKeithen Growers:2 | The Natives:1	"Gordonia lasianthus":3	"15g":1 | "45g":1 | "g":1	"_":2 | "L":1	
Andropogon ternarius	2706082	https://www.gbif.org/species/2706082	https://www.gbif.org/occurrence/4440616270	https://www.gbif.org/occurrence/3399185294	https://www.gbif.org/occurrence/3398687925	https://www.gbif.org/occurrence/4952590437	https://www.gbif.org/occurrence/3925178293	https://www.gbif.org/occurrence/3333190371	https://www.gbif.org/occurrence/4911066289	https://www.gbif.org/occurrence/3415739026	https://www.gbif.org/occurrence/2543098320	3	2	The Natives:2 | Cherrylake:1	"Andropogon ternarius":3	"g":2 | "TT":1	"C":1 | "M":1 | "_":1	
Quercus phellos	2880652	https://www.gbif.org/species/2880652	https://www.gbif.org/occurrence/3949067287	https://www.gbif.org/occurrence/4936168555	https://www.gbif.org/occurrence/5109536600	https://www.gbif.org/occurrence/2242783921	https://www.gbif.org/occurrence/3113504588	https://www.gbif.org/occurrence/2645891090	https://www.gbif.org/occurrence/5109224661	No photo	https://www.gbif.org/occurrence/4096426612	3	1	Cherrylake:3	"Quercus phellos":3	"15g":1 | "30g":1 | "45g":1	"_":3	
Laguncularia racemosa	3189382	https://www.gbif.org/species/3189382	https://www.gbif.org/occurrence/5036717388	https://www.gbif.org/occurrence/5063269781	https://www.gbif.org/occurrence/4945859120	https://www.gbif.org/occurrence/5104711498	https://www.gbif.org/occurrence/5134566046	https://www.gbif.org/occurrence/5133833689	https://www.gbif.org/occurrence/4901273680	https://www.gbif.org/occurrence/4416709818	https://www.gbif.org/occurrence/4522653796	2	1	EarthBalance / Green Seasons:2	"Laguncularia racemosa":2	"3g":1 | "g":1	"L":2	
Batis maritima	5414196	https://www.gbif.org/species/5414196	https://www.gbif.org/occurrence/5087459643	https://www.gbif.org/occurrence/5037156132	https://www.gbif.org/occurrence/4868093508	https://www.gbif.org/occurrence/5104377740	https://www.gbif.org/occurrence/5134519731	https://www.gbif.org/occurrence/4465646864	https://www.gbif.org/occurrence/2859986911	https://www.gbif.org/occurrence/3986385400	https://www.gbif.org/occurrence/5070123425	2	1	EarthBalance / Green Seasons:2	"Batis maritima":2	"LN":1 | "g":1	"L":2	
Lycium carolinianum	2928830	https://www.gbif.org/species/2928830	https://www.gbif.org/occurrence/5007669303	https://www.gbif.org/occurrence/5036960575	https://www.gbif.org/occurrence/4935925923	https://www.gbif.org/occurrence/4908595893	https://www.gbif.org/occurrence/5108418439	https://www.gbif.org/occurrence/4096576426	https://www.gbif.org/occurrence/2803122887	https://www.gbif.org/occurrence/4454012868	https://www.gbif.org/occurrence/5063230521	2	1	EarthBalance / Green Seasons:2	"Lycium carolinianum":2	"3g":1 | "7g":1	"L":2	
Annona glabra	5407100	https://www.gbif.org/species/5407100	https://www.gbif.org/occurrence/5140185498	https://www.gbif.org/occurrence/5007599940	https://www.gbif.org/occurrence/5141059888	https://www.gbif.org/occurrence/5141102738	https://www.gbif.org/occurrence/5153456719	https://www.gbif.org/occurrence/4121425418	https://www.gbif.org/occurrence/4165737596	https://www.gbif.org/occurrence/3399289390	https://www.gbif.org/occurrence/4519205674	2	1	EarthBalance / Green Seasons:2	"Annona glabra":2	"3g":1 | "7g":1	"L":2	
Avicennia germinans	2925400	https://www.gbif.org/species/2925400	https://www.gbif.org/occurrence/4852552807	https://www.gbif.org/occurrence/4867840536	https://www.gbif.org/occurrence/5153612804	https://www.gbif.org/occurrence/5007560707	https://www.gbif.org/occurrence/5141111267	https://www.gbif.org/occurrence/5141111267	https://www.gbif.org/occurrence/4891718943	https://www.gbif.org/occurrence/4416663596	https://www.gbif.org/occurrence/3466026991	2	1	EarthBalance / Green Seasons:2	"Avicennia germinans":2	"3g":1 | "g":1	"L":1 | "_":1	
Hibiscus coccineus	3152566	https://www.gbif.org/species/3152566	https://www.gbif.org/occurrence/4133810876	https://www.gbif.org/occurrence/5153450270	https://www.gbif.org/occurrence/4901368887	https://www.gbif.org/occurrence/5153904960	https://www.gbif.org/occurrence/4126921479	https://www.gbif.org/occurrence/4852729043	https://www.gbif.org/occurrence/4172292956	https://www.gbif.org/occurrence/3961451486	https://www.gbif.org/occurrence/5006812642	2	2	EarthBalance / Green Seasons:1 | Green Isle Gardens:1	"Hibiscus coccineus":2	"3g":1 | "g":1	"L":2	
Melochia tomentosa	6686267	https://www.gbif.org/species/6686267	https://www.gbif.org/occurrence/3112445651	https://www.gbif.org/occurrence/4440997875	https://www.gbif.org/occurrence/5087439908	https://www.gbif.org/occurrence/5153898746	https://www.gbif.org/occurrence/3698308062	https://www.gbif.org/occurrence/5087439908	https://www.gbif.org/occurrence/3335235558	https://www.gbif.org/occurrence/4440997875	https://www.gbif.org/occurrence/4458695878	2	1	EarthBalance / Green Seasons:2	"Melochia tomentosa":2	"3g":1 | "g":1	"C":1 | "L":1	
Psychotria ligustrifolia	2920615	https://www.gbif.org/species/2920615	https://www.gbif.org/occurrence/3335351911	https://www.gbif.org/occurrence/5036810175	https://www.gbif.org/occurrence/3407917434	https://www.gbif.org/occurrence/5086933374	https://www.gbif.org/occurrence/4993814849	https://www.gbif.org/occurrence/2028517784	https://www.gbif.org/occurrence/4420808305	https://www.gbif.org/occurrence/4599941439	https://www.gbif.org/occurrence/2465103894	2	1	EarthBalance / Green Seasons:2	"Psychotria ligustrifolia":2	"3g":2	"L":1 | "_":1	
Scaevola plumieri	5407597	https://www.gbif.org/species/5407597	https://www.gbif.org/occurrence/5154005625	https://www.gbif.org/occurrence/4519053918	https://www.gbif.org/occurrence/4852892020	https://www.gbif.org/occurrence/5087272973	https://www.gbif.org/occurrence/4516836057	https://www.gbif.org/occurrence/4901496747	https://www.gbif.org/occurrence/3335213358	https://www.gbif.org/occurrence/2963876688	https://www.gbif.org/occurrence/4519149550	2	1	EarthBalance / Green Seasons:2	"Scaevola plumieri":2	"3g":1 | "g":1	"L":1 | "_":1	
Bacopa monnieri	3171169	https://www.gbif.org/species/3171169	https://www.gbif.org/occurrence/5063252880	https://www.gbif.org/occurrence/5063832034	https://www.gbif.org/occurrence/5140881285	https://www.gbif.org/occurrence/5063175251	https://www.gbif.org/occurrence/5063844914	https://www.gbif.org/occurrence/5154519390	https://www.gbif.org/occurrence/2856500634	https://www.gbif.org/occurrence/4442435513	https://www.gbif.org/occurrence/4910653065	2	1	EarthBalance / Green Seasons:2	"Bacopa monnieri":2	"BR":1 | "LN":1	"C":1 | "M":1	
Suriana maritima	2986073	https://www.gbif.org/species/2986073	https://www.gbif.org/occurrence/5062969654	https://www.gbif.org/occurrence/5037269645	https://www.gbif.org/occurrence/4596988169	https://www.gbif.org/occurrence/4510067085	https://www.gbif.org/occurrence/4528032290	https://www.gbif.org/occurrence/3759624350	https://www.gbif.org/occurrence/3321080008	https://www.gbif.org/occurrence/4516403645	https://www.gbif.org/occurrence/4910970779	2	1	EarthBalance / Green Seasons:2	"Suriana maritima":2	"3g":1 | "g":1	"C":1 | "_":1	
Chiococca alba	2907406	https://www.gbif.org/species/2907406	https://www.gbif.org/occurrence/3705415023	https://www.gbif.org/occurrence/4516258745	https://www.gbif.org/occurrence/5006850800	https://www.gbif.org/occurrence/4946549075	https://www.gbif.org/occurrence/4910761523	https://www.gbif.org/occurrence/3070528477	https://www.gbif.org/occurrence/4925927250	https://www.gbif.org/occurrence/2868092821	https://www.gbif.org/occurrence/3712563457	2	1	EarthBalance / Green Seasons:2	"Chiococca alba":2	"3g":1 | "g":1	"C":1 | "_":1	
Salvia azurea	8283204	https://www.gbif.org/species/8283204	https://www.gbif.org/occurrence/3399366452	https://www.gbif.org/occurrence/3416071342	https://www.gbif.org/occurrence/2901805835	https://www.gbif.org/occurrence/2898290153	https://www.gbif.org/occurrence/3070725330	https://www.gbif.org/occurrence/3113630452	https://www.gbif.org/occurrence/2451739349	https://www.gbif.org/occurrence/4436351426	https://www.gbif.org/occurrence/4994064058	2	1	EarthBalance / Green Seasons:2	"Salvia azurea":2	"g":2	"C":1 | "_":1	
Cephalanthus occidentalis	2923947	https://www.gbif.org/species/2923947	https://www.gbif.org/occurrence/5134015334	https://www.gbif.org/occurrence/5134732004	https://www.gbif.org/occurrence/5140072660	https://www.gbif.org/occurrence/5134414569	https://www.gbif.org/occurrence/5007719058	https://www.gbif.org/occurrence/5134668588	https://www.gbif.org/occurrence/4903794553	https://www.gbif.org/occurrence/3355177410	https://www.gbif.org/occurrence/1990563215	2	1	EarthBalance / Green Seasons:2	"Cephalanthus occidentalis":2	"3g":1 | "g":1	"C":2	
Schizachyrium scoparium	2704432	https://www.gbif.org/species/2704432	https://www.gbif.org/occurrence/4442357499	https://www.gbif.org/occurrence/4980568653	https://www.gbif.org/occurrence/4014875023	https://www.gbif.org/occurrence/4507918801	https://www.gbif.org/occurrence/4465474385	https://www.gbif.org/occurrence/4442357499	No occurrence	https://www.gbif.org/occurrence/4980529414	https://www.gbif.org/occurrence/4980568653	2	1	EarthBalance / Green Seasons:2	"Schizachyrium scoparium":2	"LN":1 | "g":1	"C":1 | "M":1	
Borrichia arborescens	3087127	https://www.gbif.org/species/3087127	https://www.gbif.org/occurrence/5037281327	https://www.gbif.org/occurrence/4525010691	https://www.gbif.org/occurrence/5063770732	https://www.gbif.org/occurrence/5134301454	https://www.gbif.org/occurrence/4525100637	https://www.gbif.org/occurrence/4855195907	https://www.gbif.org/occurrence/3966868326	https://www.gbif.org/occurrence/3415603408	https://www.gbif.org/occurrence/3059052685	2	1	EarthBalance / Green Seasons:2	"Borrichia arborescens":2	"3g":1 | "4 inch":1	"C":1 | "_":1	
Iris savannarum	5298369	https://www.gbif.org/species/5298369	https://www.gbif.org/occurrence/5077042562	https://www.gbif.org/occurrence/5070031152	https://www.gbif.org/occurrence/5077057668	https://www.gbif.org/occurrence/5069945395	https://www.gbif.org/occurrence/5088189478	https://www.gbif.org/occurrence/5087778833	https://www.gbif.org/occurrence/4901289023	https://www.gbif.org/occurrence/3416171324	https://www.gbif.org/occurrence/3456222532	2	1	EarthBalance / Green Seasons:2	"Iris savannarum":2	"BR":1 | "g":1	"M":1 | "_":1	
Panicum hemitomon	2705124	https://www.gbif.org/species/2705124	https://www.gbif.org/occurrence/4853145334	https://www.gbif.org/occurrence/3112591972	https://www.gbif.org/occurrence/3113585777	https://www.gbif.org/occurrence/5153177494	https://www.gbif.org/occurrence/3124721384	https://www.gbif.org/occurrence/3455785408	https://www.gbif.org/occurrence/2850945162	https://www.gbif.org/occurrence/4982184166	https://www.gbif.org/occurrence/4936464530	2	1	EarthBalance / Green Seasons:2	"Panicum hemitomon":2	"BR":1 | "LN":1	"M":1 | "_":1	
Thalia geniculata	5303044	https://www.gbif.org/species/5303044	https://www.gbif.org/occurrence/5108262955	https://www.gbif.org/occurrence/5140406897	https://www.gbif.org/occurrence/4528370359	https://www.gbif.org/occurrence/5108271700	https://www.gbif.org/occurrence/4974328735	https://www.gbif.org/occurrence/5104561407	https://www.gbif.org/occurrence/4908285859	https://www.gbif.org/occurrence/4950359980	https://www.gbif.org/occurrence/4512108745	2	2	Beeman's Nursery:1 | EarthBalance / Green Seasons:1	"Thalia geniculata":2	"BR":2	"M":2	
Lachnanthes caroliana	3715422	https://www.gbif.org/species/3715422	https://www.gbif.org/occurrence/4901987062	https://www.gbif.org/occurrence/5087570033	https://www.gbif.org/occurrence/4891701716	https://www.gbif.org/occurrence/4863457640	https://www.gbif.org/occurrence/4901140812	https://www.gbif.org/occurrence/4116561163	https://www.gbif.org/occurrence/4901902466	https://www.gbif.org/occurrence/4954691703	https://www.gbif.org/occurrence/4516718306	2	1	EarthBalance / Green Seasons:2	"Lachnanthes caroliana":2	"BR":2	"M":2	
Eleocharis cellulosa	2717763	https://www.gbif.org/species/2717763	https://www.gbif.org/occurrence/3455962548	https://www.gbif.org/occurrence/2634301973	https://www.gbif.org/occurrence/3013914208	https://www.gbif.org/occurrence/2814065980	https://www.gbif.org/occurrence/2803009711	https://www.gbif.org/occurrence/4535732170	https://www.gbif.org/occurrence/2803148506	https://www.gbif.org/occurrence/3903271314	https://www.gbif.org/occurrence/3457201271	2	2	Beeman's Nursery:1 | EarthBalance / Green Seasons:1	"Eleocharis cellulosa":2	"BR":2	"M":2	
Phyla nodiflora	5341112	https://www.gbif.org/species/5341112	https://www.gbif.org/occurrence/5076945688	https://www.gbif.org/occurrence/5108428548	https://www.gbif.org/occurrence/5007415045	https://www.gbif.org/occurrence/5134860135	https://www.gbif.org/occurrence/5140252058	https://www.gbif.org/occurrence/5133147566	https://www.gbif.org/occurrence/4908607847	https://www.gbif.org/occurrence/4980578678	https://www.gbif.org/occurrence/4516505008	2	2	EarthBalance / Green Seasons:1 | Green Isle Gardens:1	"Phyla nodiflora":2	"BR":1 | "g":1	"M":2	
Spartina alterniflora	5290035	https://www.gbif.org/species/5290035	https://www.gbif.org/occurrence/5062689178	https://www.gbif.org/occurrence/3384182156	https://www.gbif.org/occurrence/3947478302	https://www.gbif.org/occurrence/4442521091	https://www.gbif.org/occurrence/2573918559	https://www.gbif.org/occurrence/3859065781	https://www.gbif.org/occurrence/4919242689	https://www.gbif.org/occurrence/4973970381	https://www.gbif.org/occurrence/4519272495	2	1	EarthBalance / Green Seasons:2	"Spartina alterniflora":2	"4 inch":1 | "LN":1	"M":2	Synonym of Sporobolus alterniflorus (Loisel.) P.M.Peterson & Saarela
Juncus effusus	2701311	https://www.gbif.org/species/2701311	https://www.gbif.org/occurrence/4067415461	https://www.gbif.org/occurrence/5087905331	https://www.gbif.org/occurrence/4891769664	https://www.gbif.org/occurrence/4535739587	https://www.gbif.org/occurrence/4607270292	https://www.gbif.org/occurrence/4606581128	https://www.gbif.org/occurrence/3355021025	https://www.gbif.org/occurrence/3881481378	https://www.gbif.org/occurrence/4046734331	2	2	Beeman's Nursery:1 | EarthBalance / Green Seasons:1	"Juncus effusus subsp. solutus":2	"BR":1 | "g":1	"M":2	
Schoenoplectus tabernaemontani	2711157	https://www.gbif.org/species/2711157	https://www.gbif.org/occurrence/4851903723	https://www.gbif.org/occurrence/5087210372	https://www.gbif.org/occurrence/4009918657	https://www.gbif.org/occurrence/3764499560	https://www.gbif.org/occurrence/3337556294	https://www.gbif.org/occurrence/3090776005	https://www.gbif.org/occurrence/4046664396	https://www.gbif.org/occurrence/4009918657	https://www.gbif.org/occurrence/1993745342	2	2	Beeman's Nursery:1 | EarthBalance / Green Seasons:1	"Schoenoplectus tabernaemontani":2	"BR":1 | "g":1	"M":1 | "_":1	
Spartina spartinae	5290040	https://www.gbif.org/species/5290040	https://www.gbif.org/occurrence/1899812104	https://www.gbif.org/occurrence/3044708929	https://www.gbif.org/occurrence/4407065974	https://www.gbif.org/occurrence/5037087817	https://www.gbif.org/occurrence/4516515036	https://www.gbif.org/occurrence/1899812104	https://www.gbif.org/occurrence/4407065974	2nd photo https://www.gbif.org/occurrence/5037087817 	Third photo   https://www.gbif.org/occurrence/3044708929	2	1	EarthBalance / Green Seasons:2	"Spartina spartinae":2	"4 inch":1 | "g":1	"M":1 | "_":1	Synonym of Sporobolus spartinae (Trin.) P.M.Peterson & Saarela
Hibiscus aculeatus	3152544	https://www.gbif.org/species/3152544	https://www.gbif.org/occurrence/3858688205	https://www.gbif.org/occurrence/4055014645	https://www.gbif.org/occurrence/2873903903	https://www.gbif.org/occurrence/4908230446	https://www.gbif.org/occurrence/4901575303	https://www.gbif.org/occurrence/3802464732	https://www.gbif.org/occurrence/3859814361	https://www.gbif.org/occurrence/4952764462	https://www.gbif.org/occurrence/3044598826	2	2	EarthBalance / Green Seasons:1 | Green Isle Gardens:1	"Hibiscus aculeatus":2	"g":2	"L":1 | "_":1	
Heliotropium gnaphalodes	4065517	https://www.gbif.org/species/4065517	https://www.gbif.org/occurrence/5036917716	https://www.gbif.org/occurrence/5063043770	https://www.gbif.org/occurrence/5133992857	https://www.gbif.org/occurrence/5104397285	https://www.gbif.org/occurrence/5153811202	https://www.gbif.org/occurrence/2238953968	https://www.gbif.org/occurrence/3335162704	3rd photo  https://www.gbif.org/occurrence/3408200896	https://www.gbif.org/occurrence/4846971226	2	1	EarthBalance / Green Seasons:2	"Heliotropium gnaphalodes":2	"4 inch":1 | "g":1	"_":2	Synonym of Tournefortia gnaphalodes (L.) R.Br.
Symphyotrichum carolinianum	3104917	https://www.gbif.org/species/3104917	https://www.gbif.org/occurrence/5007411052	https://www.gbif.org/occurrence/5036692470	https://www.gbif.org/occurrence/4528296944	https://www.gbif.org/occurrence/5007157468	https://www.gbif.org/occurrence/5062970946	https://www.gbif.org/occurrence/2459990179	https://www.gbif.org/occurrence/4133733829	https://www.gbif.org/occurrence/4440665756	https://www.gbif.org/occurrence/4458707715	2	2	EarthBalance / Green Seasons:1 | The Natives:1	"Symphyotrichum carolinianum":2	"g":2	"C":1 | "_":1	Synonym of Ampelaster carolinianus (Walter) G.L.Nesom
Tradescantia ohiensis	2765175	https://www.gbif.org/species/2765175	https://www.gbif.org/occurrence/5076974575	https://www.gbif.org/occurrence/5110525243	https://www.gbif.org/occurrence/5087644407	https://www.gbif.org/occurrence/5069862281	https://www.gbif.org/occurrence/5087590314	https://www.gbif.org/occurrence/5134795126	https://www.gbif.org/occurrence/3335483641	https://www.gbif.org/occurrence/3712737438	https://www.gbif.org/occurrence/5007102803	2	2	EarthBalance / Green Seasons:1 | Green Isle Gardens:1	"Tradescantia ohiensis":2	"g":2	"C":1 | "_":1	
Eugenia axillaris	5416259	https://www.gbif.org/species/5416259	https://www.gbif.org/occurrence/3902757574	https://www.gbif.org/occurrence/5140010611	https://www.gbif.org/occurrence/2802808754	https://www.gbif.org/occurrence/2850632909	https://www.gbif.org/occurrence/2826294702	https://www.gbif.org/occurrence/5140822433	https://www.gbif.org/occurrence/4165515032	https://www.gbif.org/occurrence/4006681321	https://www.gbif.org/occurrence/4009883681	2	1	EarthBalance / Green Seasons:2	"Eugenia axillaris":2	"3g":1 | "7g":1	"_":2	
Pityopsis tracyi	4227395	https://www.gbif.org/species/4227395	https://inaturalist-open-data.s3.amazonaws.com/photos/452859792/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/454309325/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/464634954/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/449658241/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/253121253/original.jpeg	https://www.gbif.org/occurrence/4096428642	https://www.gbif.org/occurrence/4510218907	https://www.gbif.org/occurrence/4436204019	https://www.gbif.org/occurrence/3455823774	2	2	EarthBalance / Green Seasons:1 | Green Isle Gardens:1	"Pityopsis tracyi":2	"g":2	"M":1 | "_":1	
Bejaria racemosa	2882722	https://www.gbif.org/species/2882722	https://www.gbif.org/occurrence/4872146756	https://www.gbif.org/occurrence/5088034651	https://www.gbif.org/occurrence/5140788802	https://www.gbif.org/occurrence/5007482010	https://www.gbif.org/occurrence/4872589101	https://www.gbif.org/occurrence/5154602388	https://www.gbif.org/occurrence/4902022598	https://www.gbif.org/occurrence/3925289416	https://www.gbif.org/occurrence/4901907113	2	2	Green Isle Gardens:1 | The Natives:1	"Bejaria racemosa":2	"g":2	"C":1 | "L":1	
Carya floridana	3054348	https://www.gbif.org/species/3054348	https://www.gbif.org/occurrence/5133205460	https://www.gbif.org/occurrence/5108429928	https://www.gbif.org/occurrence/3343995930	https://www.gbif.org/occurrence/5153184365	https://www.gbif.org/occurrence/2422828829	https://www.gbif.org/occurrence/5133743149	https://www.gbif.org/occurrence/2814179874	https://www.gbif.org/occurrence/4953030145	https://www.gbif.org/occurrence/5007673353	2	2	Green Isle Gardens:1 | The Natives:1	"Carya floridana":2	"3g":1 | "g":1	"C":1 | "L":1	
Chionanthus virginicus	3172303	https://www.gbif.org/species/3172303	https://www.gbif.org/occurrence/3067923411	https://www.gbif.org/occurrence/4597356069	https://www.gbif.org/occurrence/5108171259	https://www.gbif.org/occurrence/5133537485	https://www.gbif.org/occurrence/4607024710	https://www.gbif.org/occurrence/4597135435	https://www.gbif.org/occurrence/2422888401	https://www.gbif.org/occurrence/3070597154	https://www.gbif.org/occurrence/3947057340	2	1	Green Isle Gardens:2	"Chionanthus virginicus":2	"15g":1 | "3g":1	"L":1 | "_":1	
Justicia pringlei	3771277	https://www.gbif.org/species/3771277	https://www.gbif.org/occurrence/2898455652	https://www.gbif.org/occurrence/4910881725	https://www.gbif.org/occurrence/3994297026	https://www.gbif.org/occurrence/4994465601	https://www.gbif.org/occurrence/4176926552	https://www.gbif.org/occurrence/4910881725	No occurrence live	https://www.gbif.org/occurrence/3499355675	2nd photo https://www.gbif.org/occurrence/4994465601	2	2	Green Isle Gardens:1 | The Natives:1	"Justicia pringlei":2	"g":2	"C":1 | "L":1	
Sabal etonia	2732552	https://www.gbif.org/species/2732552	https://inaturalist-open-data.s3.amazonaws.com/photos/476178455/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/282909911/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/282909880/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/476178458/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/282909856/original.jpeg	https://www.gbif.org/occurrence/5134027334	https://www.gbif.org/occurrence/4936423718	https://www.gbif.org/occurrence/4976284968	https://www.gbif.org/occurrence/4527935175	2	2	Green Isle Gardens:1 | The Natives:1	"Sabal etonia":2	"g":1 | "g+":1	"L":1 | "M":1	
Garberia heterophylla	3118103	https://www.gbif.org/species/3118103	https://inaturalist-open-data.s3.amazonaws.com/photos/331757906/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/445566680/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/332726800/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/448130313/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/455783049/original.jpeg	https://www.gbif.org/occurrence/5087961445	https://www.gbif.org/occurrence/2814374477	https://www.gbif.org/occurrence/4978440301	https://www.gbif.org/occurrence/4512439397	2	2	Green Isle Gardens:1 | The Natives:1	"Garberia heterophylla":2	"g":2	"C":1 | "M":1	
Hypericum tenuifolium	3710846	https://www.gbif.org/species/3710846	https://inaturalist-open-data.s3.amazonaws.com/photos/356461378/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/407725462/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/451467839/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/343931248/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/407725574/original.jpg	https://www.gbif.org/occurrence/5108139679	https://www.gbif.org/occurrence/4892061493	https://www.gbif.org/occurrence/4982136724	https://www.gbif.org/occurrence/4516603292	2	2	Green Isle Gardens:1 | The Natives:1	"Hypericum tenuifolium":2	"g":2	"C":1 | "M":1	
Quercus chapmanii	2879533	https://www.gbif.org/species/2879533	https://www.gbif.org/occurrence/5087765447	https://www.gbif.org/occurrence/5140172791	https://www.gbif.org/occurrence/4875267980	https://www.gbif.org/occurrence/4875215395	https://www.gbif.org/occurrence/4512193663	https://www.gbif.org/occurrence/5133322999	https://www.gbif.org/occurrence/3988639183	https://www.gbif.org/occurrence/4500569431	https://www.gbif.org/occurrence/4919485664	2	2	Green Isle Gardens:1 | The Natives:1	"Quercus chapmanii":2	"g":2	"C":2	
